SYMBOL,NAME OF COMPANY
Hindoostan Spg. & Wvg. Mills Ltd.,HINDSPG
United Interactive Limited,UNITEDINT
JAMSHRI REALTY LIMITED,JAMSHRI
K.C. Textiles Ltd.,KCTXL-B1
Katare Spinning Mills Ltd.,KATRSPG
Kesoram Industries Ltd,KESORAMIND
Khatau Makanji Spg. & Wvg. Co. Ltd.,KHATAU
L.D. Textile Industries Ltd.,LDTXL
Lakshmi Mills Company ltd,LAKSHMIMIL
Vardhman Textiles Limted,VTL
"Maheshwari Mills Ltd.,",MAHWRML
Malwa Cotton Spg. Mills Ltd.,MALWACOTT
"Matushree Textiles Ltd.,",MATUSTX
Modern India Ltd.,MODERN
Peninsula Land Limited,PENINLAND
Navsari Cotton & Silk Mills Ltd.,NAVSARI
Pasupati Spg. & Wvg. Mills Ltd.,PASUSPG
The Phoenix Mills Ltd.,PHOENIXLTD
Marathon Nextgen Realty Ltd,MARATHON
Raja Bahadur International Ltd,RAJABAH
Reliance Chemotex Industries Ltd.,RELCHEMQ
Ruby Mills Ltd.,RUBYMILLS
Shree Ram Urban Infrastructure Ltd,SHREERAM
Simplex Realty Limited,SIMPLXREA
Samrat Spinners Ltd.,SAMSPIN
Super Syncotex (India) Ltd.,SUPERSYN
Svadeshi Mills Co. Ltd,SVDSIMI
Swan Energy Ltd.,SWANENERGY
Victoria Mills Ltd.,VICTMILL
S.V. Trading & Agencies Ltd.,ZSVTRADI
Svaraj Trading & Agencies Ltd.,ZSVARAJT
Kshitij Investments Ltd,KSHITIJ
Dolphin Investments Ltd.,ZDOLPINV
Shell Infotech Ltd.,SHELLIN
Shree Salasar Investment Ltd.,SALSAIN
Dhanleela Investments & Trading Company Ltd,DHANLEELA
Indsoya Limited,INDSOYA
Zodiac Ventures Limited,ZODIACVEN
Aeonian Investments Co. Ltd.,AEONIA
Veer Energy & Infrastructure Limited,VEERENRGY
SW Investments Limited,SW1
"Shetty Leasing (India) Ltd.,",SHETYLSDM
Tilak Ventures Limited,TILAK
"New City Credit & Investment Ltd.,",NEWCCRD
"Manoway Investments Ltd.,",ZMANOWIN
K K Fincorp Limited,KKFIN
Unijolly Investments Co. Ltd.,UNIJOLL
CMM Broadcasting Network Ltd.,CMMQ
Wagend Infra Venture Limited,WAGEND
"Light House Investments Ltd.,",ZLIGHTHS
goldmine fintrade ltd,GLMINEF
Elcid Investments Ltd.,ELCIDIN
"Rai Investments Ltd.,",ZRAIINVE
Mediaone Global Entertainment Limited,MEDIAONE
Healthy Investments Ltd.,HEALINV
Sahara One Media And Entertainment Limited,SAHARA
Solitaire Investments Co. Ltd.,SOLITIN
"Cobal Investments Co. Ltd.,",COBALIN
Shreenath Investments Co. Ltd.,SHRENTI
Geodesic  Ltd.,GEODESIC
"Haryana Concast Ltd.,",ZHARYCONDM
Banswara Syntex Ltd.,BANSWRAS
Ambika Silk Mills Co. Ltd.,ZAMBISLK
"Bombay Silk Mills Ltd.,",BOMSILKDM
GSL (India)  Ltd.,GSLINDL
Garware Nylons Ltd.,GRWRENY
APR Ltd.,APR
Modella Woollens Ltd.,MODWOOL
Modipon Ltd.,MODIPON
NRC Limited,NRC
Shruti Synthetic Ltd.,SHRUSYN
Digjam Ltd,DIGJAM
Shree Synthetics Ltd.,SHREESYN
Shri Dinesh Mills Ltd.,SHRIDINE
SRF Ltd.,SRF
Siyaram Silk Mills Ltd.,SIYSIL
Swadeshi Polytex Ltd.,SWADPOL
Birla Transasia Carpets Ltd.,BIRLATR
Kareems Silk International Ltd.,KAREEMS
Fomento Resorts & Hotels Ltd.,FOMEHOT
Shree Rajasthan Syntex Ltd.,SHRAJSYNQ
Hamco Steels & Alloys Ltd,HAMSTAL
"Jain Spinners Ltd.,",JAINSPN
Siddhartha Super Spinning Mills Ltd,SUPERSP
"Jaipur Polyspin Ltd.,",JAIPURPO
Shree Manufacturing Co. Ltd.,SHRMFGC
Priyadarshini Spinning Mills Ltd.,PRIYADSP
Tirupati Fibres & Industries Ltd.,TRPATFB
Orient Syntex Ltd.,ORNTSYN
Hind Syntex Ltd.,HINDSYNTEX
Satyam Silk Mills Ltd,ZSATYASL
Arihant Industries  Ltd.,ARIHANTIND
Oxemberg Apparels Ltd.,OXEM BAP
Asian Electronics Ltd.,ASIANELEC
Baroda Electric Meters Ltd.,BAROELE
Bharat Bijlee Ltd.,BBL
CTR Manufacturing Industries Ltd.,CTRMFG
Devidayal Industries Ltd,DEVINDL
Digital Electronics Ltd.,ZDIGIELE
Eddy Current Controls (I) Ltd.,EDDYCUR
Elpro International Ltd.,ELPROINTL
EMCO Ltd.,EMCO
GEE Ltd.,GEE
Globe Active technologies Ltd.,GLOBACT
Hind Rectifiers Ltd.,HIRECT
Indo National Limited,NIPPOBATRY
Industrial Cables (India) Ltd.,INDSCBL
Zensar Technologies Ltd.,ZENSARTECH
Jyoti Ltd.,JYOTI
JSL Industries Ltd.,JSLINDL
Kaycee Industries Ltd.,KAYCEEI
Khandelwal Hermann Electronics Ltd.,KHNDHER
Indokem Ltd,INDOKEM
Panasonic Energy India Co. Ltd.,PANAENERG
"Meltron Semiconductors Ltd.,",MLTRNSM
Nelco Ltd,NELCO
"Otis Elevator Co. (India) Ltd.,",OTISEDM
Permanent Magnets Ltd.,PERMAGN
High Energy Batteries (India) Ltd.,HIGHENE
Standard Batteries Ltd.,STDBAT
"Sylvania & Laxman Ltd.,",SYLVAEL
Transformers & Electricals Kerala L,TRANELE
Universal Cables Ltd.,UNIVCABLES
W.S. Industries (India) Ltd.,WSI
Willard India Ltd.,WILLARD
Delton Cables Ltd.,DLTNCBL
Genelec Ltd.,GENELEC
"Electra (India) Ltd.,",ELCTRA
FCI OEN Connectors Ltd.,FCIOEN
"Saha Keil Ltd.,",SAHAKEI
Deltron Ltd,DELTRON
Lakshmi Electrical Control Systems,LAKSELEC
Khaitan Electricals Ltd,KHAITANELE
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX
"Weston Electroniks Ltd.,",WESTELE
"Punjab Anand Lamp Industries Ltd.,",PUALIDM
DELTA MANUFACTURING LIMITED ,DELTAMAGNT
Polar Industries Ltd,POLARIND
Tata Infotech Limited.,TATAINFOTE
"Karnataka Welding Products Ltd.,",KARWELD
PAZEL INTERNATIONAL LIMITED,PAZEL
Indtradeco Ltd.,INTRA
Balsara Hygiene Prod.Ltd,ZBALSHYG
Longspur International Ventures Limited,LONGSPUR
RAVINDRA ENERGY LIMITED,RELTD
Kanumanek Trading Co. Ltd.,KANUMUN
Sam Leaseco Ltd.,SAMLEPU
RRP SEMICONDUCTOR LIMITED,RRP
Empower India Limited,EMPOWER
Titan Trading & Agencies Ltd.,ZTITANTR
Multipurpose Trading & Agencies Ltd,ZMULTIPU
Turbotech Engineering Ltd.,TURBO
Remi Sales & Engineering Ltd.,REMISIN
Siyaram Poddar Finance & Trading Lt,ZSIYARPO
Ridhi Synthetics Ltd.,RIDHISYN
Champion Finsec Limited,CHAMPFIN
Grandma Trading & Agencies Ltd.,GRANDMA
Ardi Investment & Trading Ltd.,ZARDIINV
"Opal Trading Ltd.,",ZOPALTRD
Softbpo Global Services Ltd.,SOFTBPO
A.T.E. Trading & Manufacturing Comp,ATETRMGDM
Nyssa Corporation Limited,NYSSACORP
FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC
Simplex Trading & Agencies Ltd.,SMPLXTR
Elf Trading & Chemicals Mfg. Ltd.,ELFTRDG
Balgopal Holding & Traders Ltd.,ZBALGHOL
AVTIL Enterprise Limited,AVTIL
Krishna Ventures Limited,KRISHNA
"Up Town Trading & Investments Ltd.,",UPTOWTR
Ganesh Holding Ltd.,GANHOLD
SJ Corporation Limited,SJCORP
"Madras Aluminium Co. Ltd.,",MALCO
Haryana Steel & Alloys Ltd.,HARSTEEL
Uni-Abex Alloy Products Ltd.,UNIABEXAL
Sarda Energy & Minerals Ltd,SARDAEN
"Somani Iron & Steel Ltd.,",SOMANI
Bihar Foundry & Castings Ltd.,BIHRFOC
Anil Special Steel Industries Ltd,ANILSPL
Bhagwati Autocast Limited,BGWTATO
Bombay Wire Ropes Ltd.,BOMBWIR
Canara Steel Ltd,CANRSTL
Universal Prime Aluminium Ltd,UNIVPRIM
Galada Power & Communication Ltd.,GALADA
Gontermann Peipers (India) Ltd.,GONTER
GKW Ltd.,GKW
Graham Firth Steel Products Ltd.,GRHMFRT-B
"Gujarat Steel Tubes Ltd.,",GUJSTUB
Hindustan Wires Ltd.,HINDWRS
"Hind Wire Industries Ltd.,",HWIREMT
Steel Strips Ltd.,STRIPMT
AZAD INDIA MOBILITY LIMITED,AZADIND
India Forge & Drop Stampings Ltd.,INFORDR
Indian Hume Pipe Co. Ltd.,INDIANHUME
"Derco Cooling Coils Ltd.,",ZDERCOIL
Indian Link Chain Mnfrs. Ltd.,INLCM
"Indian Metals & Ferro Alloys Ltd.,",INDMETA-B
"Indian Seamless Metal Tubes Ltd.,",INSMT
Indore Wire Co. Ltd.,INDWIRE-B
Investment & Precision Castings Ltd,INVPRECQ
Summit Securities Limited,SUMMITSEC
Informed Technologies India Ltd.,INFORTEC
Mahindra Ugine Steel Co. Ltd.,MAHINDUGIN
Maharashtra Elecktrosmelt Ltd.,MAHELEK
Kaira Can Co. Ltd.,KAIRA
Mohatta & Heckel Ltd.,MHECKMT
"Muzaffarnagar Steels Ltd.,",ZMUSSSTL
Partap Rajasthan Special Steel Ltd.,PRATRAJ
Orissa Sponge Iron And Steel Limited,ORISSASP
ORIENT CERATECH LIMITED,ORIENTCER
National Standard (India) Limited,NATIONSTD
Nahar International Ltd,NAHARINT
"Rathi Alloys & Steel Ltd.,",RATHIAL
Rathi Ispat Ltd.,RATHISPA
Rathi Steel & Power Ltd,RATHIST
Duncan Engineering Limited,DUNCANENG
Sandur Manganese & Iron Ores Ltd.,SANDUMA
Jhagadia Copper Limited,JHAGCOP
"Shree Mahavir Ispat Ltd.,",ZSMAHISP
"Steel Complex Ltd.,",STELCOM
Stovec Industries Ltd.,STOVACQ
Stewarts & Lloyds of India Ltd.,STEWARTQ
Tayo Rolls Ltd.,TATAYODOGA
Tinplate Company of India Ltd.,TINPLATE
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG
Welcast Steels Ltd.,ZWELCAST
Vidarbha Iron & Steel Corpn. Ltd.,VIDIRMT
Bhoruka Steel & Services Ltd.,BHRKSTSER
Western Ministil Ltd.,WMINIMT
Automotive Axles Ltd.,AUTOAXLES
Atlas Cycles (Haryana) Ltd.,ATLASCYCLE
Automobile Products of India Ltd.,AUTOPRD
Automobile Corpn. of Goa Ltd.,ACGL
Clutch Auto Ltd.,CLUTCHAUTO
Setco Automotive Limited,SETCO
India Radiators Ltd.,INRADIA
Scooters India Ltd.,SCOOTER
SAN Engineering & Locomotive Co. Lt,SANENG
Talbros Automotive Components Ltd.,TALBROAUTO
Z.F. Steering Gear (India) Limited,ZFSTEERING
Bosch Chassis Systems India Limited,BOSCHCHAS
Kinetic Motor Co. Ltd,KINETIC
SML ISUZU LIMITED,SMLISUZU
TIL Ltd.,TIL
Eicher Motors Ltd.,EICHERMOT
JAINEX AAMCOL LTD.,JAINEX
Alfred Herbert (India) Ltd.,ALFREDHE
Cimmco Ltd,CIMMCO
Veljan Denison Limited,VELJAN
Dynamatic Technologies Ltd.,DYNAMATECH
G. G. Dandekar Properties Limited,GGDPROP
Tata Construction & Projects ltd.,TATCP
GMM Pfaudler Ltd.,GMMPFAUDLR
"Indabrator Ltd.,",INDABRT
Webel Sen Capacitors Ltd.,WEBELSE
John Fowler (India) Ltd.,JOHNFWL-B
Kirloskar Pneumatic Co.Ltd.,KIRLPNU
Tulive Developers Limited,TULIVE
KPT INDUSTRIES LIMITED,KPT
"Kunal Engineering Co. Ltd.,",KUNLENG
LAKSHMI ENGINEERING AND WAREHOUSING LIMITED,LAKSHMIEW
Lynx Machinery & Commercials Ltd.,LYNMC
Manugraph India Ltd,MANUGRAPH
"Loyal Engineering Ltd.,",ZLOYAENG
HARSHIL AGROTECH LIMITED,HARSHILAGR
Monotype India Ltd.,MONOT
Nesco Ltd,NESCO
Integra Engineering India Ltd.,INTEGRAEN
Bosch Rexroth (India) Ltd.,BOSCHDM
SEMAC CONSULTANTS LIMITED,SEMAC
"Simtools Ltd.,",SIMTOOL
"Stanford Engineering Ltd.,",STANENG
"SLM Maneklal Industries Ltd.,",SLMMNKL
Techno Electric & Engg. Co. Ltd.,TECHELE
Texmaco Infrastructure & Holdings Ltd,TEXINFRA
Wendt (India) Ltd.,WENDT
Star Machinery Manufacturing Co. Lt,STARMCH
Birla Machining & Toolings Limited,BIRLMCTOL
PS IT Infrastructure & Services Limited,PSITINFRA
GHV INFRA PROJECTS LIMITED,GHVINFRA
Axon Ventures Limited,AXONVL
Responsive Industries Ltd,RESPONIND
Sam-Tul Investments Ltd.,ZSAMTULI
Shree Shaleen Textiles Limited,SHRSHATEX
Shyamkamal Investments Ltd.,SHYMINV
Arihant Petro Chemicals Ltd,ZARIHPET
HEM Holdings and Trading Ltd.,ZHEMHOLD
Maharashtra Corporation Ltd.,MAHACORP
Parichay Investments Ltd.,ZPARICIN
DOLAT ALGOTECH LIMITED,DOLATALGO
Shyamal Holdings & Trading Ltd.,SHYAMHO
PRISM INFORMATICS LTD.,PRISMINFO
WESTLIFE FOODWORLD LIMITED,WESTLIFE
VVN Mfg. & Investa Ltd.,ZVVNMFG
Zee Entertainment Enterprises Ltd.,ZEEL
IMC Finance Ltd,IMCFINA
Sunflex Finance & Investment Ltd.,SUNFI
"Balaji Bonds & Holdings Ltd.,",BALAHDG
Aqualand (India) Ltd.,ZAQULNDI
Goldcrest Corporation Limited,GOLDCORP
W W Technology Holdings Ltd.,WWTECHHOL
Kovalam Inv. & Trading Co.Ltd.,ZKOVALIN
SVP GLOBAL TEXTILES LIMITED,SVPGLOB
Shreekrishna Biotech Ltd.,SHKRISHNAB
Multiplus Holdings Ltd.,MULTIIN
Skyline Millars Ltd,SKYLMILAR
Remi Process Plant & Machinery Ltd,REMIPRO
ABC Bearings Ltd.,ABCBEARS
Asian Bearings Ltd.,ASIANBRG
CPEC Ltd.,CPECLTD
Bimetal Bearings Ltd,BIMETAL
Chicago Pneumatic India Ltd,CHIPIDM
Taparia Tools Ltd.,TAPARIA
Bharat Gears Ltd.,BHARATGEAR
Brady & Morris Engineering Co. Ltd.,BRADYM
La Tim Metal & Industries Limited,LATIMMETAL
Elecon Engineering Co.Ltd.,ELECON
Deccan Bearings Ltd.,DECANBRG
Grauer & Weil (India) Ltd.,GRAUWEIL
Gajra Bevel Gears Ltd.,GAJRA
HIM TEKNOFORGE LIMITED,HIMTEK
Gabriel India Ltd.,GABRIEL
Hercules Hoists Ltd.,HERCULES
ALGOQUANT FINTECH LIMITED,AQFINTECH
IFB Industries Limited,IFBIND
Singer India Limited,SINGER
International Combustion (India) Lt,INTLCOMBQ
Federal-Mogul Goetze (India) Ltd,FMGOETZE
Josts Engineering Co. Ltd.,JOSTS
Otoklin Plants & Equipments Ltd.,OTOKLIN
Perfect Circle India Ltd.,PERCI
Schaeffler India Limited,SCHAEFFLER
Mipco Seamless Rings (Gujarat) Ltd.,MPCOSEMB
Rane Holdings Ltd.,RANEHOLDIN
Rolcon Engineering Co. Ltd.,ROLCOEN
REIL Electricals India Limited,REILELEC
Secals Ltd.,SECALS
SNL Bearings Ltd.,SNL
Shriram Bearings Ltd.,SHBEREN
Jaipan Industries Ltd,JAIPAN
APS Star Industries Ltd.,APSSTAR-B
Mangal Credit and Fincorp Limited,MANCREDIT
TRF Ltd,TRF
WPIL Ltd,WPIL
Alfa Laval (India) Ltd.,ALFALAVAL
Kennametal India Limtied,KENNAMET
HINDUSTAN HARDY LIMITED,HINDHARD
Exedy India Limited,EXEDYIND
Vishal Malleables Ltd.,VISHMEL
"Century Tubes Ltd.,",CENTTUBDM
Triton Valves Ltd.,TRITONV
Hinduja Foundries Ltd,HINDUJAFO
Ajanta Tubes Ltd.,AJNTTUB
Sudal Industries Limited,SUDAI
JRI Industries & Infrastructure Limited,JRIIIL
Prakash Industries Ltd.,PRAKASH
HARIYANA VENTURES LIMITED,HVL
Bhoruka Aluminium Ltd.,BHRKALM
Mahesh Agricultural Implements & Steel Forgings Limited,MAISF
Prabhu Steel Industries Ltd.,ZPRBHSTE
"Arihant Steel & Alloys Ltd.,",ARIHAST
Steel Tubes Of India Ltd.,STEELTUBES
Arshiya Limited,ARSHIYA
Grindwell Norton Ltd.,GRINDWELL
Lakshmi Precision Screws Ltd.,LAKPRE
Anup Malleable Ltd.,ANUPMAL
BCL Forgings Ltd,BCLFRG***
Castron Technologies Ltd.,CASTRON
Qpro Infotech Ltd.,QPRO
Victoria Enterprises Limited,VICTENT
Stanrose Mafatlal Investments & Fin,STANROS
Precious Trading & Invt. Ltd.,PRECTRA
Genesys International Corporation Ltd.,GENESYS
"Jalaveg Inv. & Trading Co. Ltd.,",ZJALAVEG
Lifeline Drugs & Pharma Ltd,LIFELINE
"Vivek Commercial Ltd.,",VIVEKCO
Alna Trading & Exports Ltd.,ALNATRD
Kairosoft AI Solutions Limited,VOLKAI
Nidhi Polyester Ltd.,NIDHIPL
Parnax Lab Limited,PARNAXLAB
Nagarjuna Finance Ltd,NGRJFIN-B
Indiaco Ventures Limited,INDIACO
GOURMET GATEWAY INDIA LIMITED,GOURMET
"Hiramoti Finance Ltd.,",HIRAMFN
Vyapar Industries Ltd.,VYAPAR
Visagar Polytex Ltd,VIVIDHA
Saraf Sons (Traders) Ltd.,SARAFSO
"Gateway Holding & Trades, Ltd.,",GATEHLD
ETC Networks Ltd.,ETCNETWORK
ASIS LOGISTICS LIMITED,ASISL
Ishwarshakti Holdings & Traders Ltd,ISHWATR
Terraform Magnum Limited,TERRAFORM
Brindaban Holdings & Trading Ltd.,BRINDHL
Apis India Ltd,APIS
Nashville Investment & Trading Co.,NASHINV
Hiran Orgachem Ltd.,HIRAN
Sampada Chemicals Ltd.,ZSAMPACH
"Jatayu Textiles & Industries Ltd.,",ZJTYUTXL
Susmit Trading Ltd.,SUSMITR
Velox Shipping and Logistics Limited,VELOX
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,EMERGENT
Kanani Industries Ltd,KANANIIND
GALAXY CLOUD KITCHENS LIMITED,GCKL
Sarvamangal Mercantile Co. Ltd.,ZSARVAMA
"Sushree Trading Limited,",ZSUSHRTR
Arihant Superstructures Limited,ARIHANTSUP
Viksit Engineering Ltd,VIKSHEN
Bliss GVS Pharma Limited,BLISSGVS
Mertinez Entex Industries Ltd,MRTENTI
Styrenix Performance Materials Limited,STYRENIX
Adarsh Chemicals & FertilisersLtd.,ADARCHM
Rhodia Specialty Chemicals India Ltd.,RHODIA
Alembic  Ltd,ALEMBICLTD
Amar Dye-Chem Ltd.,AMRDYCMDM
Amines & Plasticizers Ltd,AMNPLST
Anuh Pharma Ltd.,ANUHPHR
MODISON LIMITED,MODISONLTD
Arlabs Ltd,ARLABS
Assam Petro-Chemicals Ltd.,ASSAPET
Barium Chemicals Ltd.,BARIUMC
Bayer CropScience Limited.,BAYERCROP
Sashwat Technocrats Limited,SASHWAT
Borax Morarji Ltd.,BORAX
Cellulose Products of India Ltd.,CELUPRO
"Chemiequip Ltd.,",CHMEQUP
Chemplast Sanmar Ltd.,CHEMPLAST
Chemo Pharma Laboratories Ltd.,CHEMOPH
"Citric India Ltd.,",CITRIND
Citurgia Biochemicals Ltd.,CITURGIA
Heubach Colorants India Limited,HEUBACHIND
Coromandel International Limited,COROMANDEL
Deepak Nitrite Limited,DEEPAKNTR
DMCC SPECIALITY CHEMICALS LIMITED,DMCC
FERMENTA BIOTECH LIMITED,FERMENTA
Ficom Organics Ltd,FICOMOR
Gateway Chemists Ltd.,ZGATEWCH
Gujarat Carbon & Ind. Ltd.,GUJCARB
SI Group - India Limited,SIGROUP
"Hico Products Limited,",HICOPRO
GOCL Corporation Limited,GOCLCORP
IDI Ltd.,IDI
Indian Electro Chemicals Ltd.,INDELTC
J.K.Investo Trade (India) Ltd.,JKINVESTR
"Jayant Vitamins Ltd.,",JYNTVTM
Jayshree Chemicals Ltd.,JAYCH
J.L. Morison (India) Ltd.,JLMORI
Kanoria Chemicals & Industries Ltd.,KANORICHEM
Keltech Energies Ltd.,KELENRG
Kemp & Company Limited,KEMP
Nitta Gelatin India Ltd,NITTAGELA
"Keytuo Chemicals Ltd.,",ZKEYTUCH
Kutch Salt & Allied Industries Ltd.,KUTCSAL
M.P. Agro Industries Ltd.,MPAGI
Siemens Healthcare  Diagnostics Ltd.,SIEHEALTH
Oriental Carbon & Chemicals Ltd.,OCCL
PB Global Limited,PBGLOBAL
PCBL LIMITED,PCBL
Amal Ltd,AMAL
Polychem Ltd,POLYCHEM
Raj Prakash Chemicals Ltd,RAJPCHM
Sunrise Asian Limited,SUNASIAN
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM
Gujchem Distillers India Ltd.,GUJCMDS
Sadhana Nitrochem Ltd.,SADHNANIQ
Searsole Chemicals Ltd,SEARSOLDM
Somaiya Organics (India) Ltd.,ZSOMAIYO
Sudarshan Chemical Indus. Ltd.,SUDARSCHEM
Synthetics & Chemicals Ltd.,SYNTHCHEM
Tecil Chemicals & Hydro Power Limit,TECILCHEM
Ultramarine & Pigments Ltd.,ULTRAMAR
Transpek Industry Ltd.,TRANSPEK
Unichem Laboratories Ltd.,UNICHEMLAB
Cabot India Ltd,CABINDM
Swastik Surfactants Ltd.,SWASURF
Zandu Realty Limited,ZANDUREALT
Mysore Petro Chemicals Ltd.,MYSORPETRO
Hind Lever Chemicals Ltd,HINDLEVCHM
Rhone-Poulence (India) Ltd.,RHONPDM
"Paushak Ltd.,",PAUSHAK
Alkyl Amines Chemicals Ltd.,ALKYLAMINE
Fulford (India) Ltd,FULFORD
TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA
"Diviya Chemicals Ltd.,",DIVYCHM
Pharmacia Healthcare Ltd.,PHARMACIAH
AstraZeneca Pharma India Ltd.,ASTRAZEN
AIKYAM INTELLECTUAL PROPERTY CONSULTANCY LIMITED,AIPCL
Udaipur Phosphates & Fertilizers Lt,UDAYPCH
Punjab National Fertilizers & Chemi,PUNNFERDM
Primo Chemicals Limited,PRIMO
TANFAC Industries Ltd.,TANFACIND
Gujarat Petrosynthese Ltd.,GUJPETR
Swadeshi Industries Leasing Co. Ltd,SWADEIN
Master Chemicals Ltd.,MASCH
Maharashtra Explosives Ltd.,MAHAXPO
Shreejal Info Hubs Ltd,SHREEJAL
Gujarat Themis Biosyn Ltd.,GUJTHEM
Piramal Holdings Ltd.(Delisted for Takeover-21(3A),PIRHL
Chemfab Alkalies Ltd.,CHEMFALKAL
"Merind Ltd.,",MERIN
Varinder Agro Chemicals Ltd.,VARACDM
Shree Acids & Chemicals Ltd.,SHACIDS
Saptak Chem And Business Limited,SCBL
Jaysynth Dyestuff (India) Ltd.,JAYSYN
Makers Laboratories Ltd.,MAKERSL
"Gujarat Binil Chemicals Ltd.,",ZGUJBNIL
Continental Chemicals Ltd.,CONTCHM
Kappac Pharma Ltd.,KAPPH
"Haryana Petrochemicals Ltd.,",HARPCDM
J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM
Indo Gulf Industries  Ltd.,IGLFXPL-B
Advance Petrochemicals Ltd.,ADVPETR-B
"Nirup Synchrome Ltd.,",NIRUPSYDM
"Indag Products Ltd.,",INDGPRO
Motorol Speciality Oils Ltd,MOTOROLSP
"Rathi India Ltd.,",ZRATHIND
Agro Chem Punjab Ltd.,AGROCHM
B&B Realty Limited,BBREALTY
Rajasthan Petro Synthetics Ltd.,RAJSPTR
Apt Packaging Ltd,APTPACK
Blue Chip Tex Industries Ltd.,BLUECHIPT
Twilight Litaka Pharma Limited,TWILITAKA
Gwalior Polypipes Ltd.,GWPLPIP
Regent Chemicals Ltd.,RGNTCHM
Noble Explochem Ltd.,NOBLEXP
"Hindustan Agro Chemicals Ltd.,",HINDACH
Shrishma Fine Chemicals & Pharmaceu,SHRISHM
Belapur Industries Ltd.,BELAIND
B S I Ltd.,BSILTD
Gwalior Sugar Co. Ltd.,GWALSUG
"Haryana Breweries Ltd.,",HARBRDM
Hindustan Breweries & Bottling Ltd.,ZHINDBRE
India Sugars And Refineries Ltd.,INDSUGA
Jagatjit Industries Ltd.,JAGAJITIND
Kesar Enterprises Ltd.,KESARENT
"Kothari Sugars & Chemicals Ltd.,",KOTHARIS
Tilaknagar Industries Ltd,TI
Oudh Sugar Mills Ltd.,OUDHSUG
Emerald Leisures Limited,EMERALL
"Arlem Breweries Ltd.,",ARLMBRWDM
The Ravalgaon Sugar Farm Limited,RAVALSUGAR
Sakthi Sugars Ltd.,SAKHTISUG
Sica Breweries Ltd.,SICBRDM
Skol Breweries Ltd.,SKOLBDM
Vishnu Sugar Mills Ltd.,VISHNSG
Walchandnagar Industries Ltd,WALCHANNAG
Ponni Sugars (Orissa) Ltd.,PONNI
Indage Restaurants And Leisure Ltd,CHAMPGN
Khoday India Ltd.,KHODAY
IFB Agro Industries Ltd,IFBAGRO
Dharani Sugars & Chemicals Ltd,DHARSUGAR
Simbhaoli Sugars  Ltd.,SIMBHSUGAR
Mac Agro Industries Ltd.,MACAGRO
THIRU AROORAN SUGARS LTD,THIRUSUGAR
Rajasthan Breweries Ltd.,RAJBREW
United Breweries (Holdings) Ltd.,UBHOLDINGS
West Coast Breweries & Distillers L,WCOSTSG
Shree Vani Sugars & Ind. Ltd.,SHVANI
Venus Sugar Ltd,VENUSUG
Kothari Fermanatation & Biochem Ltd,KFBL
Blossom Industries Ltd.,BLOSIND
Ishwar Medical Services Ltd.,ISHMS
Dujohn Laboratories Ltd.,DUJOHN
Sri Chakra Remedies Ltd,SRCHRDM
Caprolactam Chemicals ltd.,CAPRO
G.M. Breweries Ltd.,GMBREW
Rana Sugars Ltd.,RANASUG
Charminar Breweries Ltd,CHABRDM
Piccadily Sugar  & Allied Ltd.,PICCASUG
Girdharilal Sugar & Allied Indust.L,GIRDSGA
Riga Sugar Company Ltd.,RIGASUG
Som Distilleries & Breweries Ltd.,SDBL
C.J. Gelatine Products Ltd.,CJGEL
SUL India Ltd,SULINDI
Superstar Distilleries And Foods Lt,SUPDF
Rainbow Breweries Ltd,RAINBRE
Mount Shivalik Industries Ltd.,MOUNTSHIQ
Amrit Corp Limited,AMRITCORP
Associated Alcohols & Breweries Ltd,ASALCBR
KUNDAN MINERALS AND METALS LIMITED,KUNDANMM
THAKKERS GROUP LIMITED,THAKKERS
International Bestfoods Ltd.,INBEFDM
Coromandel Agro Products & Oils Ltd,CORAGRO
Foods & Inns Ltd.,FOODSIN
IVP Ltd.,IVP
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM
"Laxmi Starch Limited,",ZLAXMSTADM
Olympic Oil Industries Ltd.,OLYOI
Milkfood Ltd.,MLKFOOD
Polson Ltd.,POLSON
Rasoi Ltd.,RASOI
"Sathe Biscuit & Chocolate Co. Ltd.,",ZSATHEBI
Ratnamani Agro Industries Limited,RATNAMAGRO
Sagar Soya Products Ltd.,SAGRSOY-B
Tri-Star Soya Products Ltd.,TRISTR
"Maheshwari Proteins Ltd.,",MHSHPRT
Wipro  Ltd.,WIPRO
Orient Beverages Ltd.,ORIBEVER
Prestige HM Polycontainers Ltd.,PRESHMP-B
"Phar East Laboratories Ltd.,",PHARLAB-B
Gilt Pack Ltd.,GILTPKG
Ebers Pharmaceuticals Ltd.,EBEPH
Dhanuka Agritech Ltd.,DHANUKA
"Deepharma Ltd.,",DEEPPHR-B
SFL Industries Ltd,SHVFERT
"Sanderson Industries Ltd.,",SANDRSN
